"","this_player","min_age","max_age","num_years","num_teams","pts_prime","max_avg_pts"
"77.622","Gary Gregor",23,28,5,6,23,"11.1"
"77.625","Claude Gregory",27,29,2,3,29,"Did Not Play (other pro league—CBA)"
"77.628","John Greig",21,21,0,1,21,"2.1"
"77.631","Norm Grekin",23,23,0,1,23,"0"
"77.634","Kevin Grevey",22,31,9,2,27,"17.2"
"77.637","Dennis Grey",21,22,1,2,21,"9.1"
"77.640","Adrian Griffin",25,33,8,6,27,"7.2"
"77.643","Blake Griffin",21,28,7,3,24,"24.1"
"77.646","Eddie Griffin",19,24,5,3,19,"Did Not Play (rehab—substance abuse)"
"77.649","Greg Griffin",25,25,0,1,25,"4"
"77.652","Paul Griffin",23,29,6,2,26,"6.3"
"77.655","Taylor Griffin",23,23,0,1,23,"1.3"
"77.658","Darrell Griffith",22,32,10,2,26,"Did Not Play (injury—foot)"
"77.661","Chuck Grigsby",26,26,0,1,26,"2.3"
"77.664","Derek Grimm",23,23,0,1,23,"1.6"
"77.667","Woody Grimshaw",27,27,0,1,27,"2.9"
"77.670","Dick Groat",22,22,0,1,22,"11.9"
"77.673","Bob Gross",22,29,7,2,24,"12.7"
"77.677","Mike Grosso",24,24,0,1,24,"4.1"
"77.680","Jerry Grote",24,24,0,1,24,"1.3"
"77.683","Alex Groza",23,24,1,1,23,"23.4"
"77.686","Dick Grubar",22,22,0,1,22,"2"
"77.689","Anthony Grundy",26,26,0,1,26,"4.3"
"77.692","Ernie Grunfeld",22,30,8,3,26,"12.7"
"77.695","Gene Guarilia",22,25,3,1,24,"3.6"
"77.698","Petur Gudmundsson",23,30,7,6,27,"Did Not Play (other pro league—United Kingdom)"
"77.701","Richie Guerin",24,37,13,5,29,"Did Not Play (retired)"
"77.704","Tom Gugliotta",23,35,12,8,27,"20.6"
"77.707","Andres Guibert",25,26,1,1,25,"3"
"77.709","Jay Guidinger",23,24,1,1,23,"1.6"
"77.712","Coulby Gunther",23,25,2,3,23,"Did Not Play (other pro league—PBLA)"
"77.715","Dave Gunther",25,25,0,1,25,"2"
"77.718","Al Guokas",24,24,0,3,24,"4.8"
"77.721","Matt Guokas",31,31,0,1,31,"1.7"
"77.724","Matt Guokas",22,31,9,8,29,"10"
"77.727","Jorge Gutierrez",25,27,2,4,25,"4.1"
"77.730","A.J. Guyton",22,24,2,2,22,"6"
"84.36","Rudy Hackett",22,23,1,4,22,"6.4"
"84.39","Hamed Haddadi",23,27,4,3,27,"4.1"
"84.41","Jim Hadnot",28,28,0,1,28,"17.5"
"84.44","Scott Haffner",23,24,1,2,23,"4.6"
"84.48","Cliff Hagan",25,38,13,3,28,"Did Not Play"
"84.51","Glenn Hagan",26,26,0,1,26,"1.8"
"84.54","Tom Hagan",23,24,1,4,24,"5.6"
"84.57","Robert Hahn",24,24,0,1,24,"1"
"84.60","Al Hairston",23,24,1,1,24,"2.3"
"84.63","Happy Hairston",22,32,10,4,27,"20.6"
"84.66","Lindsay Hairston",24,24,0,1,24,"5.8"
"84.69","Malik Hairston",21,22,1,1,21,"3.3"
"84.72","P.J. Hairston",22,23,1,3,23,"6.9"
"84.75","Marcus Haislip",22,29,7,5,22,"Did Not Play (other pro league—Turkey)"
"84.78","Chick Halbert",27,31,4,7,27,"12.7"
"84.81","Swede Halbrook",28,29,1,1,29,"6.3"
"84.84","Bruce Hale",30,32,2,4,30,"12.6"
"84.87","Hal Hale",22,22,0,1,22,"5"
"84.90","Jack Haley",25,34,9,6,26,"Did Not Play (injury)"
"84.93","Shaler Halimon",23,27,4,6,25,"8.9"
"84.96","Mike Hall",22,22,0,1,22,"1"
"84.99","Jeff Halliburton",22,23,1,3,23,"9.5"
"84.102","Darvin Ham",23,31,8,8,26,"Did Not Play (other pro league—Spain)"
"84.105","Steve Hamer",23,23,0,1,23,"2.2"
"84.108","Dale Hamilton",30,30,0,1,30,"1.8"
"84.111","Daniel Hamilton",22,22,0,1,22,"2"
"84.114","Dennis Hamilton",23,26,3,4,25,"6.3"
"84.117","Joe Hamilton",22,27,5,6,22,"15.7"
"84.120","Jordan Hamilton",21,25,4,5,25,"11.4"
"84.123","Justin Hamilton",23,26,3,6,24,"Did Not Play"
"84.127","Ralph Hamilton",27,27,0,3,27,"6.5"
"84.130","Richard Hamilton",21,34,13,3,27,"20.1"
"84.133","Roy Hamilton",22,23,1,2,22,"4.6"
"84.136","Steve Hamilton",24,25,1,1,25,"5.1"
"84.139","Tang Hamilton",23,23,0,1,23,"2.2"
"84.142","Thomas Hamilton",20,24,4,4,24,"Did Not Play (other pro league—CBA)"
"84.145","Zendon Hamilton",25,30,5,7,26,"6"
"84.148","Geert Hammink",24,26,2,3,25,"4"
"84.151","Julian Hammond",24,28,4,1,27,"13.8"
"84.154","Tom Hammonds",22,33,11,5,24,"11.9"
"84.157","A.J. Hammons",24,24,0,1,24,"2.2"
"84.160","Joe Hamood",24,24,0,1,24,"9.9"
"84.163","Darrin Hancock",23,25,2,5,24,"4.3"
"84.166","Ben Handlogten",30,31,1,1,31,"4.5"
"84.169","Cecil Hankins",25,26,1,2,25,"5.9"
"84.172","Phil Hankinson",22,23,1,1,23,"4"
"84.175","Alex Hannum",26,33,7,7,28,NA
"84.178","Don Hanrahan",23,23,0,1,23,"1.8"
"84.181","Rollen Hans",22,23,1,1,22,"7.2"
"84.184","Ben Hansbrough",25,25,0,1,25,"2"
"84.188","Tyler Hansbrough",24,30,6,3,25,"11"
"84.191","Bob Hansen",23,31,8,4,26,"9.7"
"84.194","Glenn Hansen",23,25,2,3,23,"6.5"
"84.197","Lars Hansen",24,24,0,1,24,"5.1"
"84.200","Travis Hansen",25,25,0,1,25,"3"
"84.204","Reggie Hanson",29,29,0,1,29,"0.8"
"84.207","Bill Hanzlik",23,32,9,2,29,"13"
"84.210","Luke Harangody",23,24,1,3,23,"6.2"
"84.213","Anfernee Hardaway",22,36,14,6,24,"Did Not Play (retired)"
"84.216","Tim Hardaway",23,36,13,7,25,"Did Not Play (injury—knee)"
"84.219","Tim Hardaway",21,25,4,2,25,"17.5"
"84.222","James Harden",20,28,8,2,28,"30.4"
"84.225","Reggie Harding",21,25,4,5,25,"Did Not Play (suspended—legal problems)"
"84.227","Charlie Hardnett",24,26,2,2,24,"10.6"
"84.230","Alan Hardy",23,24,1,2,24,"3.7"
"84.233","Darrell Hardy",NA,NA,NA,1,NA,"5.2"
"84.235","James Hardy",22,25,3,2,22,"6.7"
"84.238","Ira Harge",26,31,5,7,29,"15.4"
"84.241","John Hargis",29,30,1,4,29,"10.7"
"84.244","Maurice Harkless",19,24,5,2,23,"10"
"84.247","Jerry Harkness",23,28,5,3,28,"Did Not Play"
"84.250","Skip Harlicka",22,22,0,1,22,"4.1"
"84.253","Jerome Harmon",25,25,0,1,25,"4.6"
"84.256","Derek Harper",22,37,15,5,29,"19.7"
"84.259","Justin Harper",22,27,5,4,27,"Did Not Play"
"84.262","Mike Harper",23,24,1,1,24,"6.8"
"84.265","Ron Harper",23,37,14,5,26,"23"
"84.268","Matt Harpring",22,32,10,4,26,"17.6"
"84.271","Montrezl Harrell",22,24,2,2,24,"11"
"84.274","Josh Harrellson",22,24,2,3,22,"4.4"
"84.277","Adam Harrington",22,22,0,3,22,"3.2"
"84.281","Al Harrington",18,33,15,8,28,"20.7"
"84.283","Junior Harrington",22,26,4,5,24,"Did Not Play (other pro league—Spain)"
"84.286","Othella Harrington",23,34,11,6,26,"13.1"
"84.289","Art Harris",22,25,3,3,22,"12.4"
"84.292","Bernie Harris",24,24,0,1,24,"0.5"
"84.295","Billy Harris",23,23,0,1,23,"8"
"84.298","Bob Harris",22,26,4,3,24,"7.8"
"84.301","Chris Harris",22,22,0,3,22,"2.7"
"84.304","Devin Harris",21,34,13,6,25,"21.3"
"84.307","Elias Harris",24,24,0,1,24,"0"
"84.310","Gary Harris",20,23,3,1,23,"17.5"
"84.313","Joe Harris",23,26,3,2,26,"10.8"
"84.316","Lucious Harris",23,34,11,4,32,"10.3"
"84.319","Manny Harris",21,27,6,4,24,"Did Not Play"
"84.322","Mike Harris",24,30,6,6,30,"Did Not Play (other pro league—China)"
"84.325","Steve Harris",22,26,4,5,24,"10.3"
"84.328","Terrel Harris",24,25,1,3,24,"3.6"
"84.331","Tobias Harris",19,25,6,5,25,"19.3"
"84.334","Tony Harris",23,27,4,3,26,"Did Not Play (other pro league—CBA)"
"84.338","Aaron Harrison",21,23,2,2,23,"6.7"
"84.341","Andrew Harrison",22,23,1,1,23,"9.5"
"84.344","Bob Harrison",22,30,8,5,27,NA
"84.347","David Harrison",22,25,3,1,22,"6.1"
"84.350","Shaquille Harrison",24,24,0,1,24,"6.6"
"84.353","Jason Hart",22,31,9,11,26,"Did Not Play (other pro league—Greece)"
"84.356","Josh Hart",22,22,0,1,22,"7.9"
"84.359","Antonio Harvey",23,32,9,9,25,"Did Not Play (other pro league—Greece)"
"84.364","Donnell Harvey",20,24,4,6,21,"8"
"84.367","Scott Haskin",23,23,0,1,23,"2"
"84.370","Clem Haskins",24,32,8,3,26,"20.3"
"84.373","Udonis Haslem",23,37,14,1,27,"12"
"84.376","Trenton Hassell",22,30,8,5,26,"9.2"
"84.379","Billy Hassett",28,29,1,4,28,"8.9"
"84.382","Joe Hassett",22,27,5,5,25,"9.1"
"84.385","Scott Hastings",22,32,10,6,28,"5.1"
"84.388","Kirk Haston",22,23,1,2,22,"1.7"
"84.391","Vern Hatton",23,26,3,5,26,NA
"84.394","John Havlicek",22,37,15,1,30,"28.9"
"84.397","Spencer Hawes",19,28,9,7,25,"13.5"
"84.400","Steve Hawes",24,33,9,5,27,"12.7"
"84.403","Bubbles Hawkins",21,24,3,4,22,"19.3"
"84.406","Connie Hawkins",25,33,8,6,26,"30.2"
"84.409","Hersey Hawkins",22,34,12,4,24,"22.1"
"84.412","Juaquin Hawkins",29,29,0,1,29,"2.3"
"84.415","Marshall Hawkins",25,25,0,1,25,"3.9"
"84.418","Michael Hawkins",24,28,4,5,24,"Did Not Play (other pro league—Greece)"
"84.421","Tom Hawkins",23,32,9,3,31,"11.6"
"84.424","Nate Hawthorne",24,26,2,2,26,"6.1"
"84.427","Chuck Hayes",22,32,10,4,27,"7.9"
"84.430","Elvin Hayes",23,38,15,5,25,"28.7"
"84.433","Jarvis Hayes",22,28,6,3,23,"10.2"
"84.437","Jim Hayes",22,22,0,1,22,"3.1"
"84.440","Nigel Hayes",23,23,0,4,23,"3.6"
"84.443","Steve Hayes",26,30,4,7,26,"4.5"
"84.446","Gordon Hayward",20,27,7,2,26,"21.9"
"84.449","Lazar Hayward",24,26,2,2,24,"3.8"
"84.452","Brendan Haywood",22,35,13,6,28,"Did Not Play (injury—stress fracture in right foot)"
"84.455","Spencer Haywood",20,33,13,8,20,"Did Not Play (other pro league—Italy)"
"84.458","John Hazen",21,21,0,1,21,"3"
"84.464","Luther Head",23,28,5,5,24,"10.9"
"84.467","Shane Heal",26,33,7,3,33,"Did Not Play (other pro league—Australia)"
"84.469","Brian Heaney",23,23,0,1,23,"2"
"84.472","Gar Heard",22,32,10,6,25,"15.3"
"84.475","Reggie Hearn",26,26,0,1,26,"1"
"84.478","Herm Hedderick",25,25,0,1,25,"0.8"
"84.481","Alvin Heggs",28,28,0,1,28,"2"
"84.484","Tom Heinsohn",22,30,8,1,27,"22.1"
"84.487","Dick Hemric",22,23,1,1,22,"7"
"84.490","Alan Henderson",23,34,11,4,25,"14.3"
"84.493","Cedric Henderson",21,21,0,3,21,"3"
"84.496","Cedric Henderson",22,26,4,2,22,"10.1"
"84.499","Dave Henderson",23,23,0,1,23,"5.7"
"84.502","Gerald Henderson",24,36,12,8,29,"13.4"
"84.505","Gerald Henderson",22,29,7,4,25,"15.5"
"84.508","J.R. Henderson",22,22,0,1,22,"3.2"
"84.511","Jerome Henderson",26,27,1,2,26,"4"
"84.514","Kevin Henderson",22,23,1,3,23,"4"
"84.517","Tom Henderson",23,31,8,4,24,"14.2"
"84.520","Mark Hendrickson",22,25,3,5,24,"5.5"
"84.523","Larry Hennessy",26,27,1,2,27,"6.4"
"84.526","Don Henriksen",23,25,2,4,23,"Did Not Play (retired)"
"84.529","Al Henry",21,22,1,1,22,"4.3"
"84.532","Bill Henry",24,25,1,3,24,"9.9"
"84.535","Carl Henry",25,25,0,1,25,"2.8"
"84.539","Conner Henry",23,24,1,5,24,"7.8"
"84.542","Myke Henry",25,25,0,1,25,"5.4"
"84.545","Skeeter Henry",26,26,0,1,26,"1"
"84.549","Xavier Henry",19,23,4,3,22,"10"
"84.552","John Henson",22,27,5,1,23,"11.1"
"84.555","Steve Henson",22,30,8,6,24,"Did Not Play (other pro league—Italy)"
"84.558","Charles Hentz",23,23,0,1,23,"6"
"84.561","Bill Herman",25,25,0,1,25,"4.3"
"84.564","Kleggie Hermsen",23,29,6,10,23,"Did Not Play"
"84.567","Juan Hernangomez",21,22,1,1,21,"4.9"
"84.569","Willy Hernangomez",22,23,1,3,22,"8.2"
"84.571","Chris Herren",24,25,1,2,25,"3.3"
"84.575","Carl Herrera",25,32,7,5,30,"8"
"84.579","Walter Herrmann",27,29,2,3,27,"9.2"
"84.581","Keith Herron",22,25,3,4,24,"Did Not Play (other pro league—Belgium)"
"84.584","Sonny Hertzberg",24,28,4,4,27,"10.2"
"84.587","Dan Hester",22,22,0,3,22,"6.1"
"84.590","Fred Hetzel",23,28,5,6,25,"19"
"84.593","Bill Hewitt",24,30,6,6,26,"Did Not Play"
"84.596","Jack Hewson",23,23,0,1,23,"2.7"
"84.599","Art Heyman",22,28,6,9,26,"Did Not Play"
"84.602","Mario Hezonja",20,22,2,1,22,"9.6"
"84.604","Roy Hibbert",22,30,8,5,25,"12.8"
"84.607","Nat Hickey",46,46,0,1,46,"1"
"84.609","Isaiah Hicks",23,23,0,1,23,"4.4"
"84.612","Phil Hicks",24,26,2,5,24,"Did Not Play"
"84.615","J.J. Hickson",20,27,7,6,23,"15.1"
"84.618","Buddy Hield",23,24,1,3,23,"15.1"
"84.621","Bill Higgins",22,22,0,1,22,"9.2"
"84.624","Cory Higgins",22,23,1,1,22,"3.9"
"84.627","Earle Higgins",24,24,0,1,24,"4.4"
"84.630","Mike Higgins",22,23,1,4,22,"2.6"
"84.633","Rod Higgins",23,35,12,8,28,"15.5"
"84.636","Sean Higgins",22,29,7,9,23,"Did Not Play (other pro league—Greece)"
"84.639","Kenny Higgs",24,27,3,3,26,"Did Not Play (other pro league—CBA)"
"84.642","Johnny High",22,26,4,2,23,"Did Not Play"
"84.645","Wayne Hightower",23,32,9,9,30,"18.1"
"84.648","Nene Hilario",20,35,15,4,26,"14.6"
"84.650","Armond Hill",23,30,7,5,25,"10.2"
"84.653","Cleo Hill",23,23,0,1,23,"5.5"
"84.656","Gary Hill",22,23,1,3,22,"5.1"
"84.659","George Hill",22,31,9,6,30,"16.9"
"84.662","Grant Hill",22,40,18,5,27,"Did Not Play (injury—ankle)"
"84.665","Jordan Hill",22,29,7,6,27,"12"
"84.668","Simmie Hill",23,27,4,7,23,"Did Not Play"
"84.671","Solomon Hill",22,26,4,2,23,"8.9"
"84.674","Steven Hill",23,23,0,1,23,"2"
"84.677","Tyrone Hill",22,35,13,6,26,"13.8"
"84.680","Art Hillhouse",30,31,1,1,30,"6"
"84.683","Darrun Hilliard",22,24,2,2,22,"4"
"84.686","Darnell Hillman",22,30,8,7,25,"13.9"
"84.689","Fred Hilton",24,25,1,1,24,"11.6"
"84.692","Kirk Hinrich",23,35,12,4,26,"16.6"
"84.695","Roy Hinson",22,29,7,4,24,"19.6"
"84.698","Mel Hirsch",25,25,0,1,25,"1.5"
"84.701","Lew Hitch",22,27,5,5,24,NA
"84.704","Robert Hite",23,23,0,1,23,"4.3"
"84.707","Darington Hobson",24,24,0,1,24,"0.8"
"84.710","Donald Hodge",22,26,4,3,22,"8.4"
"84.713","Julius Hodge",22,23,1,3,23,"1.8"
"84.716","Craig Hodges",22,31,9,5,25,"10.8"
"84.719","Charlie Hoefer",25,26,1,3,25,"6.1"
"84.722","Paul Hoffman",22,29,7,5,24,"Did Not Play (illness—heart condition)"
"84.725","Bob Hogsett",26,27,1,2,26,"2.3"
"84.728","Paul Hogue",22,23,1,3,22,"7.7"
"84.731","Fred Hoiberg",23,32,9,3,28,"9.1"
"84.734","Doug Holcomb",23,23,0,1,23,"5"
"84.737","Randy Holcomb",26,26,0,1,26,"0.5"
"84.741","Jrue Holiday",19,27,8,2,27,"19"
"84.744","Justin Holiday",23,28,5,7,28,"Did Not Play"
"84.747","Brad Holland",23,25,2,4,25,"4.4"
"84.750","Joe Holland",24,26,2,1,25,"7"
"84.753","John Holland",29,29,0,1,29,"2.3"
"84.756","Wilbur Holland",24,27,3,2,26,"16.6"
"84.759","Lionel Hollins",22,31,9,6,24,"15.9"
"84.762","Ryan Hollins",22,31,9,10,25,"6.1"
"84.765","Essie Hollis",23,23,0,1,23,"2.8"
"84.768","Rondae Hollis-Jefferson",21,23,2,1,23,"13.9"
"84.771","Dennis Holman",22,22,0,1,22,"3.8"
"84.774","Richaun Holmes",22,24,2,1,23,"9.8"
"84.777","Jim Holstein",22,25,3,3,24,NA
"84.780","A.W. Holt",24,24,0,1,24,"0.7"
"84.783","Mike Holton",23,28,5,5,23,"8.4"
"84.786","Dick Holub",26,26,0,1,26,"10.5"
"84.789","Joe Holup",22,24,2,3,24,"8.4"
"84.792","Red Holzman",28,33,5,2,28,"9.1"
"84.795","Jerald Honeycutt",23,24,1,3,23,"6.4"
"84.798","Tyler Honeycutt",21,22,1,1,21,"1.3"
"84.801","Derek Hood",23,23,0,1,23,"0"
"84.804","Rodney Hood",22,25,3,3,25,"16.8"
"84.808","Bobby Hooper",22,22,0,1,22,"5"
"84.811","Carroll Hooser",23,23,0,1,23,"5.6"
"84.814","Tom Hoover",23,28,5,8,28,"Did Not Play (other pro league—EBL)"
"84.817","Bob Hopkins",22,25,3,1,24,"10"
"84.820","Dave Hoppen",23,28,5,6,24,"6.5"
"84.823","Dennis Hopson",22,26,4,4,24,"15.8"
"84.826","Scotty Hopson",24,28,4,3,28,"Did Not Play"
"84.829","Johnny Horan",23,23,0,3,23,"3.1"
"84.832","Cedrick Hordges",24,25,1,1,24,"8.4"
"84.836","Al Horford",21,31,10,2,27,"18.6"
"84.839","Tito Horford",23,28,5,5,23,"Did Not Play (other pro league—Venezuela, Italy)"
"84.842","Ron Horn",23,29,6,4,24,"Did Not Play"
"84.845","Jeff Hornacek",23,36,13,4,28,"20.1"
"84.848","Dennis Horner",23,23,0,1,23,"0.6"
"84.851","Robert Horry",22,37,15,5,25,"12"
"84.854","Ed Horton",22,22,0,1,22,"4.5"
"84.857","Bill Hosket",22,25,3,2,24,"8.1"
"84.860","Bob Houbregs",21,25,4,6,24,NA
"84.863","Danuel House",23,24,1,2,24,"6.6"
"84.866","Eddie House",22,32,10,10,26,"11.1"
"84.869","Allan Houston",22,33,11,2,31,"22.5"
"84.872","Byron Houston",23,26,3,3,23,"5.3"
"84.875","Tom Hovasse",28,28,0,1,28,"0"
"84.878","Brian Howard",24,25,1,1,25,"6.5"
"84.881","Dwight Howard",19,32,13,5,25,"22.9"
"84.883","Greg Howard",23,24,1,2,23,"3.9"
"84.886","Josh Howard",23,32,9,5,27,"19.9"
"84.889","Juwan Howard",21,39,18,10,22,"22.1"
"84.892","Mo Howard",22,22,0,3,22,"5.7"
"84.895","Otis Howard",22,22,0,3,22,"4.5"
"84.898","Stephen Howard",22,27,5,6,26,"Did Not Play (other pro league—Italy)"
"84.901","Bailey Howell",23,34,11,4,24,"23.6"
"84.904","Bob Hubbard",25,26,1,1,25,"5.4"
"84.907","Phil Hubbard",23,32,9,3,28,"15.8"
"84.910","Lester Hudson",25,30,5,7,27,"Did Not Play"
"84.913","Lou Hudson",22,34,12,3,28,"27.1"
"84.916","Troy Hudson",21,31,10,5,26,"14.2"
"84.920","Marcelo Huertas",32,33,1,1,32,"4.5"
"84.922","Josh Huestis",24,26,2,1,25,"7"
"84.925","Nate Huffman",27,27,0,1,27,"3.3"
"84.928","Alfredrick Hughes",23,23,0,1,23,"5.2"
"84.931","Eddie Hughes",27,29,2,2,29,"3.5"
"84.934","Kim Hughes",23,28,5,6,23,"8.2"
"84.937","Larry Hughes",20,33,13,10,21,"Did Not Play (unsigned)"
"84.940","Rick Hughes",26,26,0,1,26,"3.9"
"84.943","Robbie Hummel",24,25,1,1,25,"4.4"
"84.946","John Hummer",22,27,5,4,22,"11.3"
"84.949","Ryan Humphrey",23,25,2,3,25,"2.9"
"84.953","Jay Humphries",22,32,10,5,27,"15.3"
"84.956","Kris Humphries",19,31,12,10,26,"13.8"
"84.959","Hot Rod Hundley",23,28,5,2,25,"12.8"
"84.962","Brandon Hunter",23,24,1,2,23,"3.5"
"84.965","Cedric Hunter",27,27,0,1,27,"0"
"84.968","Chris Hunter",25,25,0,1,25,"4.5"
"84.971","Les Hunter",22,30,8,8,25,"Did Not Play"
"84.974","Lindsey Hunter",23,39,16,5,26,"14.2"
"84.978","Othello Hunter",22,23,1,1,23,"1.6"
"84.981","R.J. Hunter",22,24,2,3,24,"3.8"
"84.984","Steven Hunter",20,28,8,6,25,"Did Not Play"
"84.987","Vince Hunter",23,23,0,1,23,"1.5"
"84.990","Bobby Hurley",22,26,4,3,22,"7.1"
"84.993","Roy Hurley",24,24,0,1,24,"5.2"
"84.996","Geoff Huston",22,29,7,6,23,"16.1"
"84.999","Paul Huston",22,22,0,1,22,"3.6"
"84.1002","Mel Hutchins",23,29,6,3,28,"12.4"
"84.1005","Joe Hutton",22,23,1,1,23,"2.6"
"84.1008","Greg Hyder",22,22,0,1,22,"5.4"
"91.36","Marc Iavaroni",26,32,6,4,28,"6.7"
"91.39","Serge Ibaka",20,28,8,4,24,"15.1"
"91.41","Andre Iguodala",21,34,13,3,24,"19.9"
"91.44","Zydrunas Ilgauskas",22,35,13,3,27,"Did Not Play (injury—foot)"
"91.46","Mile Ilic",22,22,0,1,22,"0"
"91.50","Ersan Ilyasova",19,30,11,8,29,"Did Not Play (other pro league—Spain)"
"91.52","Darrall Imhoff",22,33,11,7,31,"13.6"
"91.55","Tom Ingelsby",22,24,2,3,23,"5"
"91.58","Joe Ingles",27,30,3,1,30,"11.5"
"91.60","Damien Inglis",20,20,0,1,20,"1.8"
"91.62","Andre Ingram",32,32,0,1,32,"12"
"91.65","Brandon Ingram",19,20,1,1,20,"16.1"
"91.68","McCoy Ingram",26,26,0,1,26,"2.8"
"91.71","Ervin Inniger",23,24,1,2,23,"10.6"
"91.74","Byron Irvin",23,26,3,3,26,"Did Not Play (other pro league—CBA)"
"91.78","George Irvine",22,27,5,2,26,"13.1"
"91.81","Kyrie Irving",19,25,6,2,24,"25.2"
"91.84","Jonathan Isaac",20,20,0,1,20,"5.4"
"91.87","Dan Issel",22,36,14,3,23,"30.6"
"91.90","Mike Iuzzolino",24,25,1,1,24,"9.3"
"91.94","Allen Iverson",21,34,13,5,30,"33"
"91.97","Willie Iverson",23,23,0,1,23,"4.9"
"91.100","Royal Ivey",23,32,9,5,26,"5.6"
"91.103","Elvin Ivory",20,20,0,1,20,"4.4"
"91.106","Wesley Iwundu",23,23,0,1,23,"3.7"
"98.36","Warren Jabali",22,28,6,6,23,"22.8"
"98.39","Jarrett Jack",22,34,12,10,28,"15.6"
"98.42","Aaron Jackson",31,31,0,1,31,"8"
"98.45","Al Jackson",24,24,0,1,24,"0"
"98.48","Bobby Jackson",24,35,11,8,29,"15.2"
"98.51","Cedric Jackson",23,23,0,4,23,"3"
"98.55","Darnell Jackson",23,25,2,4,25,"3.2"
"98.58","Demetrius Jackson",22,23,1,4,23,"2.7"
"98.61","Greg Jackson",22,22,0,3,22,"4"
"98.64","Jaren Jackson",22,34,12,10,30,"Did Not Play (other pro league—CBA, WBL)"
"98.67","Jermaine Jackson",23,29,6,7,26,"Did Not Play"
"98.70","Jim Jackson",22,35,13,13,24,"25.7"
"98.73","Josh Jackson",20,20,0,1,20,"13.1"
"98.76","Justin Jackson",22,22,0,1,22,"6.7"
"98.79","Luke Jackson",23,30,7,1,23,"14.8"
"98.82","Luke Jackson",23,26,3,5,26,"5.6"
"98.85","Marc Jackson",26,32,6,6,26,"13.2"
"98.89","Mark Jackson",22,38,16,8,23,"16.9"
"98.92","Mervin Jackson",22,26,4,3,22,"15.7"
"98.95","Michael Jackson",23,25,2,1,23,"2.7"
"98.98","Mike Jackson",23,26,3,4,25,"12.2"
"98.101","Myron Jackson",22,22,0,1,22,"1.4"
"98.104","Phil Jackson",22,34,12,3,28,"Did Not Play (injury—back)"
"98.107","Pierre Jackson",25,25,0,1,25,"4.4"
"98.110","Ralph Jackson",22,22,0,1,22,"2"
"98.113","Randell Jackson",23,24,1,2,23,"4.2"
"98.116","Reggie Jackson",21,27,6,3,25,"18.8"
"98.119","Stanley Jackson",23,23,0,1,23,"2.2"
"98.122","Stephen Jackson",22,35,13,9,31,"21.1"
"98.125","Tony Jackson",25,26,1,5,25,"19.4"
"98.128","Tony Jackson",23,23,0,1,23,"1"
"98.131","Tracy Jackson",22,24,2,4,23,"6.3"
"98.134","Wardell Jackson",23,23,0,1,23,"4.3"
"98.137","Fred Jacobs",24,24,0,1,24,"2.8"
"98.140","Casey Jacobsen",21,26,5,6,23,"Did Not Play (other pro league—Spain)"
"98.143","Sam Jacobson",23,25,2,4,24,"5"
"98.146","Dave Jamerson",23,26,3,5,24,"Did Not Play (injury)"
"98.149","Aaron James",22,26,4,1,25,"12.2"
"98.152","Bernard James",27,29,2,1,27,"2.8"
"98.155","Billy James",23,23,0,1,23,"2"
"98.158","Damion James",23,26,3,3,24,"4.9"
"98.161","Gene James",23,25,2,3,25,"4.7"
"98.164","Henry James",25,32,7,8,25,"Did Not Play (other pro league—CBA)"
"98.168","Jerome James",23,33,10,5,27,"Did Not Play (other pro league—Yugoslavia)"
"98.171","LeBron James",19,33,14,2,21,"31.4"
"98.173","Mike James",26,38,12,13,30,"Did Not Play (other pro league—Turkey)"
"98.176","Mike James",27,27,0,3,27,"10.4"
"98.179","Tim James",23,25,2,3,23,"2.8"
"98.182","Antawn Jamison",22,37,15,7,24,"24.9"
"98.185","Harold Jamison",23,25,2,3,25,"Did Not Play (other pro league—Poland)"
"98.188","John Janisch",26,27,1,4,26,"11.6"
"98.191","Howie Janotta",25,25,0,1,25,"3.4"
"98.194","Marko Jaric",24,30,6,3,26,"9.9"
"98.196","Tony Jaros",26,30,4,3,26,"Did Not Play (other pro league—NBL)"
"98.199","Jim Jarvis",24,25,1,4,25,"7"
"98.202","Sarunas Jasikevicius",29,30,1,3,30,"7.4"
"98.205","Nathan Jawai",22,23,1,2,23,"3.2"
"98.208","Buddy Jeannette",30,32,2,1,30,"10.7"
"98.211","Abdul Jeelani",25,26,1,2,25,"9.6"
"98.214","Chris Jefferies",22,23,1,3,23,"4"
"98.218","Othyus Jeffers",24,28,4,6,25,"Did Not Play"
"98.222","Al Jefferson",20,33,13,6,24,"23.1"
"98.224","Cory Jefferson",24,25,1,2,24,"3.7"
"98.227","Dontell Jefferson",25,25,0,1,25,"4.8"
"98.230","Richard Jefferson",21,37,16,9,27,"22.6"
"98.233","Jared Jeffries",21,31,10,5,23,"6.8"
"98.236","Charles Jenkins",22,23,1,3,22,"5.8"
"98.239","Horace Jenkins",30,30,0,1,30,"2.8"
"98.242","John Jenkins",21,25,4,4,21,"6.1"
"98.245","Brandon Jennings",20,28,8,6,22,"19.1"
"98.247","Keith Jennings",24,26,2,1,24,"8.6"
"98.250","Chris Jent",24,27,3,4,24,"Did Not Play (other pro league—Italy, CBA)"
"98.253","Les Jepsen",23,24,1,2,23,"1.3"
"98.256","Jonas Jerebko",22,30,8,5,22,"Did Not Play (injury—achilles)"
