"","this_player","min_age","max_age","num_years","num_teams","pts_prime","max_avg_pts"
"160.69","Jamal Sampson",19,23,4,5,21,"3.4"
"160.72","Ralph Sampson",23,31,8,5,24,"22.1"
"160.75","Samardo Samuels",22,24,2,1,22,"7.8"
"160.78","Pepe Sanchez",23,25,2,5,23,"Did Not Play (other pro league—Greece)"
"160.81","Al Sanders",23,23,0,1,23,"2"
"160.84","Frankie Sanders",22,24,2,5,22,"Did Not Play"
"160.87","Jeff Sanders",24,27,3,3,25,"4.3"
"160.90","Larry Sanders",22,28,6,3,24,"Did Not Play"
"160.93","Melvin Sanders",25,25,0,1,25,"2.6"
"160.97","Mike Sanders",22,32,10,5,25,"11"
"160.100","Tom Sanders",22,34,12,1,27,"12.6"
"160.103","Ron Sanford",25,25,0,1,25,"0"
"160.106","Daniel Santiago",24,28,4,3,27,"Did Not Play (other pro league—Italy)"
"160.110","Bob Santini",20,20,0,1,20,"2.8"
"160.113","Wayne Sappleton",24,24,0,1,24,"2.9"
"160.116","Dario Saric",22,23,1,1,23,"14.6"
"160.118","Jason Sasser",23,25,2,5,23,"Did Not Play (other pro league—CBA)"
"160.121","Jeryl Sasser",22,23,1,1,23,"2.6"
"160.124","Tomas Satoransky",25,26,1,1,26,"7.2"
"160.126","Kenny Satterfield",20,21,1,3,21,"5.6"
"160.129","Pep Saul",25,30,5,5,27,"8.6"
"160.132","Woody Sauldsberry",23,31,8,7,24,"Did Not Play (retired)"
"160.135","Glynn Saulters",23,23,0,1,23,"2.7"
"160.138","Fred Saunders",23,26,3,4,23,"6.1"
"160.141","Don Savage",23,28,5,4,28,"Did Not Play (other pro league—ABL)"
"160.144","Predrag Savovic",26,26,0,1,26,"3.1"
"160.148","Alan Sawyer",23,23,0,1,23,"6.6"
"160.151","Brian Scalabrine",23,33,10,3,26,"6.3"
"160.154","Alex Scales",27,27,0,1,27,"0"
"160.157","DeWayne Scales",22,25,3,3,22,"Did Not Play (other pro league—CBA)"
"160.160","Frank Schade",23,23,0,1,23,"1.1"
"160.163","Ben Schadler",23,23,0,1,23,"1.5"
"160.166","Herm Schaefer",30,31,1,1,30,"10.4"
"160.169","Billy Schaeffer",22,24,2,3,24,"6.6"
"160.172","Bob Schafer",NA,NA,NA,4,NA,"4.6"
"160.174","Ben Scharnus",29,31,2,3,29,"Did Not Play (other pro league—ABL)"
"160.177","Marv Schatzman",22,22,0,1,22,"3.4"
"160.180","Fred Schaus",24,28,4,3,25,"15.1"
"160.183","Danny Schayes",22,39,17,8,28,"13.9"
"160.186","Dolph Schayes",21,35,14,2,29,"24.9"
"160.189","Ossie Schectman",27,27,0,1,27,"8.1"
"160.192","Steve Scheffler",23,29,6,5,24,"2.3"
"160.195","Tom Scheffler",30,30,0,1,30,"1.3"
"160.198","Dave Schellhase",22,23,1,1,22,"3"
"160.201","Luke Schenscher",23,24,1,2,23,"1.8"
"160.204","Herb Scherer",22,23,1,2,23,"3.9"
"160.207","Dwayne Schintzius",22,30,8,7,22,"Did Not Play (injury)"
"160.210","Dale Schlueter",23,32,9,6,26,"11.7"
"160.213","Otto Schnellbacher",25,25,0,3,25,"8.7"
"160.216","Dick Schnittker",22,29,7,3,27,"Did Not Play (military service—U.S. Army)"
"160.219","Russ Schoene",22,28,6,6,22,"Did Not Play (other pro league—Italy)"
"160.222","Dave Scholz",21,21,0,1,21,"2"
"160.225","Milt Schoon",24,27,3,3,27,"Did Not Play (other pro league—NBL)"
"160.228","Detlef Schrempf",23,38,15,5,32,"19.2"
"160.231","Dennis Schroder",20,24,4,1,24,"19.4"
"160.233","Howie Schultz",27,30,3,5,27,"Did Not Play (other pro league—NPBL)"
"160.236","Dick Schulz",30,33,3,7,31,"8"
"160.239","Roger Schurig",25,25,0,1,25,"4.8"
"160.242","John Schweitz",24,26,2,3,24,"Did Not Play (other pro league—CBA)"
"160.245","Luis Scola",27,36,9,5,30,"18.3"
"160.247","Fred Scolari",24,32,8,6,28,"14.7"
"160.250","Alvin Scott",22,29,7,1,23,"6.7"
"160.253","Brent Scott",25,25,0,1,25,"1.2"
"160.256","Byron Scott",22,35,13,3,26,"21.7"
"160.259","Charlie Scott",22,31,9,6,23,"34.6"
"160.262","Dennis Scott",22,31,9,7,23,"19.9"
"160.265","James Scott",24,24,0,1,24,"0.1"
"160.268","Mike Scott",24,29,5,2,25,"9.6"
"160.271","Ray Scott",23,33,10,4,28,"19"
"160.274","Shawnelle Scott",24,29,5,4,29,"Did Not Play (other pro league—CBA)"
"160.277","Willie Scott",22,22,0,1,22,"1.6"
"160.280","Paul Scranton",23,23,0,1,23,"1.8"
"160.283","Carey Scurry",23,25,2,3,24,"5"
"160.286","Bruce Seals",20,24,4,2,22,"11.8"
"160.289","Shea Seals",22,22,0,1,22,"1"
"160.292","Malik Sealy",22,29,7,4,26,"13.5"
"160.295","Ed Searcy",23,23,0,1,23,"1.5"
"160.298","Kenny Sears",22,30,8,4,25,"Did Not Play (other pro league—ABL)"
"160.301","Wayne See",26,26,0,1,26,"5.2"
"160.304","Thabo Sefolosha",22,33,11,5,24,"8.5"
"160.306","Rony Seikaly",23,33,10,5,31,"17.3"
"160.309","Glen Selbo",23,23,0,1,23,"3.2"
"160.312","Josh Selby",20,21,1,1,20,"2.3"
"160.315","Wayne Selden",22,23,1,3,23,"9.3"
"160.318","Brad Sellers",24,30,6,6,25,"Did Not Play (other pro league—Greece)"
"160.322","Phil Sellers",23,23,0,1,23,"4.5"
"160.325","Rollie Seltz",26,26,0,1,26,"7.8"
"160.328","Lester Selvage",24,26,2,3,24,"Did Not Play"
"160.331","Frank Selvy",22,31,9,9,22,"Did Not Play (military service—U.S. Army)"
"160.334","Jim Seminoff",24,27,3,2,26,"7.9"
"160.337","Mouhamed Sene",20,22,2,4,22,"3.4"
"160.339","George Senesky",24,31,7,1,28,"10.4"
"160.342","Kevin Seraphin",21,27,6,3,23,"9.1"
"160.344","Ansu Sesay",25,28,3,2,25,"6.4"
"160.347","Ramon Sessions",21,31,10,10,27,"15.8"
"160.350","Ha Seung-Jin",19,20,1,1,20,"1.6"
"160.352","Tom Sewell",22,22,0,1,22,"1"
"160.355","Paul Seymour",20,32,12,3,27,"Did Not Play (other pro league—NBL)"
"160.358","Nick Shaback",28,28,0,1,28,"4.6"
"160.360","Lynn Shackelford",22,22,0,1,22,"2.6"
"160.363","Charles Shackleford",22,32,10,7,23,"Did Not Play (other pro league—Turkey)"
"160.366","Carl Shaeffer",25,26,1,1,25,"3.5"
"160.369","Lee Shaffer",22,24,2,2,23,"18.6"
"160.372","Mustafa Shakur",26,29,3,3,26,"Did Not Play"
"160.375","God Shammgod",21,21,0,1,21,"3.1"
"160.378","Earl Shannon",25,27,2,3,25,"12.1"
"160.381","Howie Shannon",25,26,1,2,25,"13.4"
"160.384","Chuck Share",24,32,8,5,28,NA
"160.387","Bill Sharman",24,34,10,2,31,"22.3"
"160.390","Walter Sharpe",22,22,0,1,22,"1"
"160.394","John Shasky",24,26,2,3,24,"5.5"
"160.397","Ron Shavlik",23,24,1,1,23,"1.4"
"160.400","Brian Shaw",22,36,14,9,24,"Did Not Play (other pro league—Italy)"
"160.404","Casey Shaw",23,23,0,1,23,"0.2"
"160.407","Bob Shea",22,22,0,1,22,"2.2"
"160.410","Fred Sheffield",23,23,0,1,23,"3.4"
"160.413","Craig Shelton",23,24,1,1,23,"4.3"
"160.416","Lonnie Shelton",21,30,9,3,22,"14.9"
"160.419","Tornike Shengelia",21,22,1,3,21,"1.6"
"160.421","Billy Shepherd",23,25,2,3,25,"6.3"
"160.424","Jeffrey Sheppard",24,24,0,1,24,"2.2"
"160.427","Steve Sheppard",23,24,1,3,23,"4.3"
"160.430","Ed Sherod",23,23,0,1,23,"6.2"
"160.433","Charley Shipp",36,36,0,1,36,"4.7"
"160.436","Paul Shirley",25,27,2,3,26,"3"
"160.439","Gene Short",22,22,0,3,22,"2.6"
"160.442","Purvis Short",21,32,11,3,27,"28"
"160.445","Dexter Shouse",26,26,0,1,26,"0"
"160.448","Dick Shrider",25,25,0,1,25,"0.3"
"160.451","Gene Shue",23,32,9,6,28,"22.8"
"160.454","John Shumate",23,28,5,8,25,"Did Not Play (injury)"
"160.457","Iman Shumpert",21,27,6,3,21,"9.5"
"160.460","Alexey Shved",24,26,2,5,26,"14.8"
"160.462","Pascal Siakam",22,23,1,1,23,"7.3"
"160.465","Sam Sibert",23,23,0,1,23,"2.4"
"160.468","Mark Sibley",23,23,0,1,23,"1.6"
"160.471","Jerry Sichting",24,33,9,6,27,"11.5"
"160.474","Donald Sidle",22,25,3,5,23,"20.8"
"160.477","Larry Siegfried",24,32,8,5,29,"14.2"
"160.480","Ralph Siewert",23,23,0,3,23,"1.1"
"160.483","Jack Sikma",22,35,13,2,26,"19.6"
"160.486","James Silas",23,32,9,4,26,"23.8"
"160.489","Paul Silas",21,36,15,6,28,"17.5"
"160.492","Xavier Silas",24,30,6,3,24,"Did Not Play"
"160.496","Garret Siler",24,24,0,1,24,"2.1"
"160.499","Mike Silliman",26,26,0,1,26,"2.5"
"160.502","Wayne Simien",22,23,1,1,22,"3.4"
"160.505","Ben Simmons",21,21,0,1,21,"15.8"
"160.508","Bobby Simmons",21,31,10,6,24,"Did Not Play (injury—ankle)"
"160.511","Cedric Simmons",21,23,2,5,21,"2.9"
"160.514","Connie Simmons",21,30,9,6,23,NA
"160.516","Grant Simmons",24,25,1,1,24,"10.2"
"160.519","Johnny Simmons",22,22,0,1,22,"5.3"
"160.522","Jonathon Simmons",26,28,2,2,28,"13.9"
"160.525","Kobi Simmons",20,20,0,1,20,"6.1"
"160.528","Lionel Simmons",22,28,6,1,22,"18"
"160.531","Miles Simon",23,23,0,1,23,"0.4"
"160.534","Walter Simon",28,34,6,3,29,"21.1"
"160.537","Dickey Simpkins",22,29,7,5,26,"Did Not Play (other pro league—Greece)"
"160.540","Ralph Simpson",21,30,9,7,22,"27.4"
"160.543","Alvin Sims",24,24,0,1,24,"2.8"
"160.546","Bob Sims",23,29,6,5,23,"Did Not Play"
"160.549","Courtney Sims",24,25,1,4,25,"6"
"160.552","Doug Sims",25,25,0,1,25,"1"
"160.555","Henry Sims",22,25,3,5,23,"11.8"
"160.558","Scott Sims",22,22,0,1,22,"2.5"
"160.561","Kyle Singler",24,29,5,3,25,"9.6"
"160.564","Sean Singletary",23,23,0,3,23,"2.6"
"160.567","Chris Singleton",22,24,2,1,22,"4.6"
"160.570","James Singleton",24,30,6,6,30,"Did Not Play (other pro league—Spain)"
"160.573","McKinley Singleton",25,25,0,1,25,"2"
"160.576","Zeke Sinicola",23,25,2,2,25,"Did Not Play (military service)"
"160.579","Charlie Sitton",22,22,0,1,22,"2.1"
"160.582","Peyton Siva",23,23,0,1,23,"2.3"
"160.585","Scott Skiles",22,31,9,5,26,"17.2"
"160.588","Al Skinner",22,27,5,6,25,"15.1"
"160.591","Brian Skinner",22,35,13,9,27,"10.5"
"160.594","Tal Skinner",22,23,1,1,22,"4.8"
"160.597","Whitey Skoog",25,30,5,1,29,"11.6"
"160.600","Jeff Slade",21,21,0,1,21,"1.3"
"160.603","Reggie Slater",24,32,8,9,27,"Did Not Play (other pro league—Italy)"
"160.606","Jim Slaughter",23,23,0,1,23,"5.3"
"160.609","Jose Slaughter",22,22,0,1,22,"3.6"
"160.612","Tamar Slay",22,24,2,2,24,"3.5"
"160.615","Donald Sloan",24,28,4,6,27,"7.4"
"160.618","Jerry Sloan",23,33,10,2,28,"18.3"
"160.621","Uros Slokar",23,23,0,1,23,"1.9"
"160.623","Tom Sluby",22,22,0,1,22,"2.4"
"160.626","Keith Smart",24,24,0,1,24,"1"
"160.629","Marcus Smart",20,23,3,1,22,"10.6"
"160.632","Belus Smawley",28,33,5,4,30,"15.5"
"160.635","Jack Smiley",26,27,1,4,26,"6.7"
"160.638","Adrian Smith",25,35,10,4,29,"18.4"
"160.641","Al Smith",25,29,4,2,26,"11.1"
"160.644","Bill Smith",22,22,0,1,22,"2.6"
"160.647","Bingo Smith",23,33,10,4,28,"15.9"
"160.650","Bobby Smith",22,24,2,3,22,"Did Not Play"
"160.653","Charles Smith",23,31,8,4,24,"21.1"
"160.656","Charles Smith",22,28,6,4,22,"Did Not Play (other pro league—CBA, USBL)"
"160.659","Charles Smith",22,30,8,9,26,"Did Not Play (other pro league—Italy)"
"160.662","Chris Smith",22,24,2,1,23,"5.9"
"160.665","Chris Smith",26,26,0,1,26,"0"
"160.669","Clinton Smith",23,27,4,4,23,"Did Not Play (other pro league—CBA)"
"160.673","Craig Smith",23,28,5,3,25,"10.1"
"160.676","Deb Smith",27,27,0,1,27,"1.5"
"160.679","Dennis Smith",20,20,0,1,20,"15.2"
"160.682","Derek Smith",21,29,8,7,24,"23.5"
"160.685","Don Smith",28,28,0,1,28,"0.8"
"160.688","Don Smith",23,23,0,1,23,"5.2"
"160.691","Donta Smith",21,22,1,1,21,"3.3"
"160.694","Doug Smith",22,26,4,2,23,"10.4"
"160.697","Ed Smith",24,24,0,1,24,"2.9"
"160.700","Elmore Smith",22,29,7,5,23,"18.3"
"160.703","Garfield Smith",25,27,2,2,27,"3.7"
"160.706","Greg Smith",22,29,7,4,24,"11.7"
"160.709","Greg Smith",21,25,4,3,22,"6"
"160.712","Ish Smith",22,29,7,11,27,"14.7"
"160.715","J.R. Smith",19,32,13,6,27,"18.1"
"160.717","Jabari Smith",23,27,4,5,24,"Did Not Play (other pro league—Spain)"
"160.720","Jason Smith",21,31,10,7,25,"Did Not Play (injury—knee)"
"160.723","Jerry Smith",24,24,0,1,24,"1.4"
"160.726","Jim Smith",23,24,1,2,23,"2.9"
"160.729","Joe Smith",20,35,15,13,21,"18.7"
"160.732","John Smith",24,25,1,4,24,"7.9"
"160.735","Josh Smith",19,32,13,7,26,"Did Not Play"
"160.737","Keith Smith",22,22,0,1,22,"3.3"
"160.740","Ken Smith",22,22,0,1,22,"4.3"
"160.743","Kenny Smith",22,31,9,7,25,"17.7"
"160.746","LaBradford Smith",22,24,2,3,23,"9.3"
"160.749","Larry Smith",23,35,12,3,27,"11.1"
"160.752","Leon Smith",21,23,2,3,21,"Did Not Play (other pro league—CBA)"
"160.754","Michael Smith",24,29,5,5,29,"Did Not Play (other pro league—Italy)"
"160.757","Michael Smith",22,28,6,4,22,"6.9"
"160.760","Mike Smith",24,24,0,1,24,"3"
"160.763","Nolan Smith",23,24,1,1,23,"3.8"
"160.766","Otis Smith",23,28,5,4,27,"13.9"
"160.769","Pete Smith",NA,NA,NA,1,NA,"0.8"
"160.771","Phil Smith",22,30,8,4,23,"20"
"160.774","Randy Smith",23,34,11,6,29,"24.6"
"160.777","Reggie Smith",22,23,1,1,23,"1.8"
"160.780","Robert Smith",22,29,7,9,25,"Did Not Play (other pro league—CBA)"
"160.783","Russ Smith",23,24,1,3,23,"4.2"
"160.786","Sam Smith",24,27,3,4,24,"9.8"
"160.789","Sam Smith",24,25,1,2,25,"8.6"
"160.792","Steve Smith",22,35,13,7,25,"20.5"
"160.795","Steven Smith",23,23,0,1,23,"0.6"
"160.798","Stevin Smith",25,25,0,1,25,"1.8"
"160.801","Theron Smith",23,24,1,2,24,"3.2"
"160.804","Tony Smith",22,32,10,9,25,"Did Not Play (other pro league—Spain)"
"160.807","William Smith",22,23,1,1,22,"8.3"
"160.810","Willie Smith",23,26,3,4,26,"4.8"
"160.813","Rik Smits",22,33,11,1,29,"18.5"
"160.816","Mike Smrek",23,29,6,6,26,"4.5"
"160.819","Joe Smyth",24,24,0,3,24,"3.6"
"160.822","Tony Snell",22,26,4,2,25,"8.5"
"160.825","Eric Snow",22,34,12,4,29,"12.9"
"160.828","Dick Snyder",22,34,12,5,26,"19.4"
"160.831","Kirk Snyder",21,24,3,5,24,"8.4"
"160.834","Chips Sobek",29,29,0,1,29,"5.8"
"160.837","Ricky Sobers",23,33,10,5,25,"18.2"
"160.840","Ron Sobie",22,25,3,3,23,"11.5"
"160.843","Mike Sojourner",21,23,2,1,21,"11.7"
"160.846","Willie Sojourner",23,26,3,2,24,"7.5"
"160.849","Will Solomon",23,30,7,7,23,"Did Not Play (other pro league—Turkey)"
"160.852","Willie Somerset",23,26,3,5,26,"Did Not Play"
"160.855","Darius Songaila",25,32,7,5,27,"9.2"
"160.858","Dave Sorenson",22,24,2,3,22,"11.3"
"160.861","James Southerland",23,23,0,3,23,"4.7"
"160.864","Gino Sovran",22,22,0,1,22,"1.8"
"160.867","Pape Sow",23,25,2,1,24,"3.5"
"160.870","Ken Spain",24,24,0,1,24,"2.2"
"160.873","Jim Spanarkel",22,26,4,2,23,"14.4"
"160.876","Vassilis Spanoulis",24,24,0,1,24,"2.7"
"160.878","Daniel Sparks",23,24,1,1,23,"6.5"
"160.881","Guy Sparrow",25,27,2,3,25,"11.1"
"160.884","Rory Sparrow",22,33,11,8,24,"12.6"
"160.887","Odie Spears",24,32,8,6,25,"Did Not Play (other pro league—NPBL)"
"160.890","Art Spector",26,29,3,1,26,"6"
"160.893","Marreese Speights",21,30,9,7,27,"10.4"
"160.896","Andre Spencer",28,29,1,4,28,"11"
"160.899","Elmore Spencer",23,27,4,5,24,"8.9"
"160.903","Felton Spencer",23,34,11,7,27,"9.3"
"160.906","Lou Spicer",24,24,0,1,24,"0.3"
"160.909","Craig Spitzer",22,22,0,1,22,"1.8"
"160.912","Tiago Splitter",26,32,6,3,28,"10.3"
"160.914","Art Spoelstra",22,25,3,4,23,"8.5"
"160.917","Bruce Spraggins",NA,NA,NA,1,NA,"12.2"
"160.919","Latrell Sprewell",22,34,12,3,26,"24.2"
"160.922","Larry Spriggs",22,26,4,3,25,"6.7"
"160.925","Jim Springer",22,22,0,1,22,"0.5"
"160.927","Jim Spruill",25,25,0,1,25,"2"
"160.930","Ryan Stack",23,24,1,1,23,"2.6"
"160.933","Jerry Stackhouse",21,38,17,9,26,"29.8"
"160.936","Kevin Stacom",23,30,7,5,26,"Did Not Play"
"160.940","Erv Staggs",21,21,0,1,21,"8.5"
"160.943","Bud Stallworth",23,27,4,2,25,"9.9"
"160.946","Dave Stallworth",24,33,9,5,25,"Did Not Play (illness—heart condition)"
"160.949","Ed Stanczak",28,29,1,2,28,"9.1"
"160.951","Terence Stansbury",23,25,2,2,23,"7.1"
"160.954","John Starks",23,36,13,6,28,"Did Not Play (other pro league—CBA, WBL)"
"160.957","Keith Starr",22,22,0,1,22,"0.8"
"160.960","Nik Stauskas",21,24,3,4,23,"9.5"
"160.963","Larry Staverman",22,27,5,6,26,"Did Not Play (other pro league—ABL)"
"160.966","Larry Steele",22,30,8,1,27,"10.3"
"160.969","Matt Steigenga",26,26,0,1,26,"1.5"
"160.972","Vladimir Stepania",22,27,5,4,26,"5.6"
"160.974","D.J. Stephens",23,23,0,1,23,"2.3"
"160.977","Everette Stephens",22,24,2,3,24,"Did Not Play (other pro league—CBA)"
"160.980","Jack Stephens",22,22,0,1,22,"10.3"
"160.983","Joe Stephens",24,27,3,3,25,"Did Not Play (other pro league—CBA)"
"160.987","Lance Stephenson",20,27,7,7,25,"14.2"
"160.990","Alex Stepheson",28,28,0,3,28,"5"
"160.994","Brook Steppe",23,29,6,7,27,"Did Not Play (other pro league—CBA)"
"160.997","Barry Stevens",30,30,0,1,30,"1"
"160.1000","Wayne Stevens",23,23,0,1,23,"1.6"
"160.1003","DeShawn Stevenson",19,31,12,7,22,"11.4"
"160.1005","Dennis Stewart",23,23,0,3,23,"3.6"
"160.1008","Kebu Stewart",24,24,0,1,24,"2.7"
"160.1012","Larry Stewart",23,28,5,3,23,"Did Not Play (other pro league—CBA, Spain)"
"160.1015","Michael Stewart",22,29,7,6,22,"4.6"
"160.1018","Norm Stewart",22,22,0,1,22,"2"
"160.1021","Greg Stiemsma",26,29,3,4,27,"4"
"160.1024","Steve Stipanovich",23,27,4,1,24,"13.7"
"160.1027","Bryant Stith",22,31,9,3,26,"14.9"
"160.1030","Sam Stith",24,24,0,1,24,"4.4"
"160.1033","Tom Stith",24,24,0,1,24,"3.1"
"160.1036","Alex Stivrins",23,30,7,9,30,"Did Not Play (other pro league—Italy)"
"160.1040","David Stockton",23,26,3,3,26,"Did Not Play"
"160.1043","John Stockton",22,40,18,1,27,"17.2"
"160.1046","Peja Stojakovic",21,33,12,7,26,"24.2"
"160.1048","Ed Stokes",26,26,0,1,26,"0.8"
"160.1051","Greg Stokes",22,26,4,3,22,"Did Not Play (other pro league—Italy)"
"160.1054","Jarnell Stokes",21,23,2,4,21,"3"
"160.1057","Maurice Stokes",22,24,2,2,24,"16.9"
"160.1060","Art Stolkey",26,26,0,1,26,"4.4"
"160.1063","Randy Stoll",NA,NA,NA,1,NA,"5.7"
"160.1065","Diamond Stone",19,19,0,1,19,"1.4"
"160.1068","George Stone",22,25,3,4,23,"16"
"160.1071","Julyan Stone",23,29,6,4,24,"Did Not Play"
"160.1074","Awvee Storey",27,30,3,4,30,"Did Not Play (other pro league—D-League)"
"160.1078","Damon Stoudamire",22,34,12,5,23,"20.2"
"160.1081","Salim Stoudamire",23,25,2,1,23,"9.7"
"160.1084","Amar'e Stoudemire",20,33,13,5,22,"26"
"160.1086","Paul Stovall",24,25,1,2,25,"7.7"
"160.1089","D.J. Strawberry",22,22,0,1,22,"2.2"
"160.1092","Joe Strawder",25,27,2,1,26,"9.5"
"160.1095","Bill Stricker",23,23,0,1,23,"4"
"160.1098","Erick Strickland",23,31,8,7,26,"12.8"
"160.1101","Mark Strickland",24,32,8,8,27,"Did Not Play (other pro league—CBA)"
"160.1104","Rod Strickland",22,38,16,11,28,"18.9"
"160.1107","Roger Strickland",23,23,0,1,23,"2"
"160.1110","John Stroeder",29,30,1,4,29,"1.9"
"160.1113","Derek Strong",23,32,9,6,29,"12.7"
"160.1116","Lamont Strothers",23,24,1,2,24,"5.6"
"160.1119","John Stroud",23,23,0,1,23,"2.8"
"160.1122","Red Stroud",26,26,0,1,26,"2.9"
"160.1125","Rodney Stuckey",21,30,9,2,23,"16.6"
"160.1128","Gene Stump",24,26,2,4,25,"8.5"
"160.1131","Stan Stutz",26,28,2,2,26,"8"
"160.1134","Gary Suiter",26,26,0,1,26,"1.4"
"160.1137","Jared Sullinger",20,24,4,2,21,"13.3"
"160.1140","DaJuan Summers",22,25,3,3,24,"4.5"
"160.1143","Edmond Sumner",22,22,0,1,22,"2"
"160.1146","Barry Sumpter",23,23,0,1,23,"0"
"160.1150","Don Sunderlage",24,25,1,2,24,"11.2"
"160.1153","Bruno Sundov",18,24,6,6,20,"3.9"
"160.1155","Jon Sundvold",22,30,8,3,25,"11.2"
"160.1158","Bob Sura",22,31,9,6,30,"14.7"
"160.1161","Dick Surhoff",23,24,1,2,24,"4.2"
"160.1164","George Sutor",24,26,2,5,25,"5.5"
"160.1167","Dane Suttle",22,23,1,1,22,"6.5"
"160.1170","Greg Sutton",24,28,4,6,28,"Did Not Play (other pro league—Greece)"
"160.1173","Keith Swagerty",23,24,1,2,23,"12.7"
"160.1176","Bennie Swain",25,25,0,1,25,"4.6"
"160.1179","Caleb Swanigan",20,20,0,1,20,"2.3"
"160.1182","Norm Swanson",23,23,0,1,23,"1.6"
"160.1185","Dan Swartz",28,28,0,1,28,"4.5"
"160.1188","Mike Sweetney",21,24,3,2,22,"8.4"
"160.1191","Robert Swift",19,23,4,3,20,"Did Not Play (injury—knee)"
"160.1193","Skeeter Swift",23,27,4,6,24,"13.7"
"160.1196","Stromile Swift",21,29,8,6,22,"11.8"
"160.1199","Aaron Swinson",24,24,0,1,24,"2.7"
"160.1202","Pape Sy",22,22,0,1,22,"2.3"
"160.1204","Buck Sydnor",25,25,0,1,25,"1"
"160.1207","Larry Sykes",22,22,0,1,22,"0"
"160.1210","Brett Szabo",28,28,0,1,28,"2.2"
"160.1213","Wally Szczerbiak",22,31,9,5,28,"20.1"
"160.1216","Walt Szczerbiak",22,22,0,1,22,"6.3"
"167.36","Zan Tabak",24,30,6,6,25,"Did Not Play (other pro league—Turkey)"
"167.38","Yuta Tabuse",24,24,0,1,24,"1.8"
"167.41","Chris Taft",20,20,0,1,20,"2.8"
"167.44","Sid Tanenbaum",22,23,1,3,22,"10.1"
"167.47","Dragan Tarlac",27,27,0,1,27,"2.4"
"167.49","Roy Tarpley",22,30,8,2,26,"Did Not Play (suspended—substance abuse)"
"167.52","Levern Tart",25,28,3,7,25,"26.9"
"167.55","Earl Tatum",23,26,3,6,24,"14.4"
"167.58","Jayson Tatum",19,19,0,1,19,"13.9"
"167.61","Edy Tavares",23,24,1,3,24,"6"
"167.63","Anthony Taylor",23,23,0,1,23,"6.9"
"167.66","Brian Taylor",21,30,9,4,25,"17"
"167.69","Donell Taylor",23,24,1,1,23,"2.7"
"167.73","Fatty Taylor",23,30,7,4,26,"10.1"
"167.76","Fred Taylor",22,23,1,3,22,"5.5"
"167.79","Isaiah Taylor",22,23,1,2,23,"6.6"
"167.82","Jay Taylor",22,22,0,1,22,"3"
"167.85","Jeff Taylor",23,27,4,3,23,"Did Not Play"
"167.88","Jeffery Taylor",23,25,2,2,24,"8"
"167.91","Jermaine Taylor",23,24,1,3,24,"7.1"
"167.94","Johnny Taylor",23,25,2,3,24,"5.8"
"167.98","Leonard Taylor",23,23,0,1,23,"1.1"
"167.101","Maurice Taylor",21,30,9,6,23,"Did Not Play (injury)"
"167.104","Mike Taylor",23,23,0,1,23,"5.7"
"167.107","Oliver Taylor",23,26,3,4,25,"13.7"
"167.110","Ronald Taylor",22,24,2,5,22,"5"
"167.113","Tyshawn Taylor",22,23,1,1,23,"3.9"
"167.116","Vince Taylor",22,22,0,1,22,"3.1"
"167.119","Terry Teagle",22,32,10,5,29,"16.1"
"167.122","Jeff Teague",21,29,8,3,25,"16.5"
"167.125","Marquis Teague",19,24,5,5,24,"Did Not Play"
"167.128","Mirza Teletovic",27,32,5,3,30,"12.2"
"167.130","Sebastian Telfair",19,29,10,10,23,"Did Not Play"
"167.132","Collis Temple",22,22,0,1,22,"1.8"
"167.135","Garrett Temple",23,31,8,8,31,"Did Not Play (other pro league—Italy)"
"167.138","Milos Teodosic",30,30,0,1,30,"9.5"
"167.140","Ira Terrell",22,24,2,5,22,"Did Not Play (injury)"
"167.143","Carlos Terry",24,26,2,1,24,"7.2"
"167.146","Chuck Terry",22,26,4,5,26,"5"
"167.149","Claude Terry",23,28,5,5,27,"9.3"
"167.152","Jason Terry",22,40,18,6,23,"19.7"
"167.155","Hasheem Thabeet",22,26,4,5,22,"3.1"
"167.158","Tom Thacker",24,31,7,4,29,"Did Not Play (retired)"
"167.161","Floyd Theard",25,25,0,1,25,"3.8"
"167.164","Daniel Theis",25,25,0,1,25,"5.3"
"167.166","Reggie Theus",21,33,12,7,25,"23.8"
"167.169","Peter Thibeaux",23,24,1,1,24,"5.5"
"167.172","Bill Thieben",21,22,1,2,21,"4.1"
"167.175","Justus Thigpen",22,26,4,4,22,"Did Not Play"
"167.178","David Thirdkill",22,26,4,6,24,"7.5"
"167.181","Adonis Thomas",20,20,0,3,20,"3.5"
"167.184","Billy Thomas",29,32,3,5,29,"Did Not Play (other pro league—Serbia, USBL)"
"167.187","Carl Thomas",22,28,6,6,22,"Did Not Play (other pro league—CBA)"
"167.190","Charles Thomas",22,22,0,1,22,"1.3"
"167.193","Etan Thomas",23,32,9,4,25,"Did Not Play (illness—heart condition)"
"167.196","Irving Thomas",25,25,0,1,25,"1.8"
"167.200","Isaiah Thomas",22,28,6,6,27,"28.9"
"167.203","Isiah Thomas",20,32,12,1,21,"22.9"
"167.206","Jamel Thomas",26,27,1,4,26,"3.7"
"167.209","James Thomas",24,25,1,5,24,"2.7"
"167.212","Jim Thomas",23,30,7,6,24,"Did Not Play (other pro league—WBL)"
"167.215","Joe Thomas",22,22,0,1,22,"1.4"
